"year_"	"nestID"	"IDchick"	"IDmother"	"IDfather"	"EPY"	"fate"	"undeveloped"	"comment"
2003	"REPH307_03"	"168181071"	NA	168181044	0	"h"	0	"unknown mother"
2003	"REPH307_03"	"168181072"	NA	168181044	0	"h"	0	"unknown mother"
2003	"REPH409_03"	"168181073"	NA	168181036	0	"h"	0	"unknown mother"
2003	"REPH409_03"	"168181074"	NA	168181036	0	"h"	0	"unknown mother"
2003	"REPH409_03"	"168181075"	NA	168181036	0	"h"	0	"unknown mother"
2003	"REPH311_03"	"168181085"	NA	168181043	0	"h"	0	"unknown mother"
2003	"REPH311_03"	"168181086"	NA	168181043	0	"h"	0	"unknown mother"
2003	"REPH311_03"	"168181087"	NA	168181043	0	"h"	0	"unknown mother"
2003	"REPH310_03"	"168181096"	NA	168181042	0	"h"	0	"unknown mother"
2003	"REPH310_03"	"168181097"	NA	168181042	0	"h"	0	"unknown mother"
2003	"REPH310_03"	"168181098"	NA	168181042	0	"h"	0	"unknown mother"
2003	"REPH310_03"	"168181099"	NA	168181042	0	"h"	0	"unknown mother"
2005	"REPH215_05"	"199124321"	NA	NA	NA	"h"	0	"no genotyping possible"
2005	"REPH215_05"	"199124322"	NA	199124320	0	"h"	0	"unknown mother"
2005	"REPH215_05"	"199124323"	NA	199124320	0	"h"	0	"unknown mother"
2005	"REPH215_05"	"199124324"	NA	199124320	0	"h"	0	"unknown mother"
2005	"REPH409_05"	"199124336"	NA	162116480	0	"h"	0	"unknown mother"
2005	"REPH409_05"	"199124337"	NA	162116480	0	"h"	0	"unknown mother"
2005	"REPH409_05"	"199124338"	NA	162116480	0	"h"	0	"unknown mother"
2005	"REPH346_05"	"199124420"	NA	162116571	0	"h"	0	"unknown mother"
2005	"REPH346_05"	"199124421"	NA	162116571	0	"h"	0	"unknown mother"
2005	"REPH346_05"	"199124422"	NA	162116571	0	"h"	0	"unknown mother"
2005	"REPH018_05"	"199124425"	NA	199124409	0	"h"	0	"unknown mother"
2005	"REPH018_05"	"199124426"	NA	199124409	0	"h"	0	"unknown mother"
2005	"REPH018_05"	"199124431"	NA	199124409	0	"h"	0	"unknown mother"
2005	"REPH517_05"	"199124447"	NA	199124446	0	"h"	0	"unknown mother"
2005	"REPH517_05"	"199124448"	NA	199124446	0	"h"	0	"unknown mother"
2005	"REPH517_05"	"199124449"	NA	199124446	0	"h"	0	"unknown mother"
2005	"REPH517_05"	"199124450"	NA	199124446	0	"h"	0	"unknown mother"
2005	"REPH613_05"	"199124451"	NA	162116175	0	"h"	0	"unknown mother"
2005	"REPH613_05"	"199124452"	NA	162116175	0	"h"	0	"unknown mother"
2005	"REPH613_05"	"199124453"	NA	162116175	0	"h"	0	"unknown mother"
2005	"REPH613_05"	"199124454"	NA	162116175	0	"h"	0	"unknown mother"
2005	"REPH347_05"	"199124476"	NA	162116492	0	"h"	0	"unknown mother"
2005	"REPH347_05"	"199124477"	NA	162116492	0	"h"	0	"unknown mother"
2005	"REPH347_05"	"199124478"	NA	162116492	0	"h"	0	"unknown mother"
2005	"REPH347_05"	"199124479"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2005	"REPH536_05"	"199124482"	NA	NA	NA	"h"	0	"no genotyping possible"
2005	"REPH536_05"	"199124483"	NA	199124334	0	"h"	0	"unknown mother"
2005	"REPH536_05"	"199124484"	NA	199124334	0	"h"	0	"unknown mother"
2005	"REPH536_05"	"199124485"	NA	199124334	0	"h"	0	"unknown mother"
2005	"REPH322_05"	"199124501"	NA	162116451	0	"h"	0	"unknown mother"
2005	"REPH322_05"	"199124502"	NA	162116451	0	"h"	0	"unknown mother"
2005	"REPH417_05"	"199124512"	NA	162116572	0	"h"	0	"unknown mother"
2005	"REPH417_05"	"199124513"	NA	162116572	0	"h"	0	"unknown mother"
2005	"REPH417_05"	"199124514"	NA	162116572	0	"h"	0	"unknown mother"
2005	"REPH417_05"	"199124515"	NA	162116572	0	"h"	0	"unknown mother"
2005	"REPH418_05"	"199124517"	NA	199124516	0	"h"	0	"unknown mother"
2005	"REPH418_05"	"199124518"	NA	199124516	0	"h"	0	"unknown mother"
2005	"REPH418_05"	"199124519"	NA	199124516	0	"h"	0	"unknown mother"
2005	"REPH418_05"	"199124520"	NA	199124516	0	"h"	0	"unknown mother"
2006	"REPH710_06"	"199177327"	NA	199177306	0	"h"	0	"unknown mother"
2006	"REPH710_06"	"199177328"	NA	199177306	0	"h"	0	"unknown mother"
2006	"REPH710_06"	"199177329"	NA	199177306	0	"h"	0	"unknown mother"
2006	"REPH710_06"	"199177330"	NA	199177306	0	"h"	0	"unknown mother"
2006	"REPH050_06"	"199177529"	NA	199177530	0	"h"	0	"unknown mother"
2006	"REPH050_06"	"199177531"	NA	199177530	0	"h"	0	"unknown mother"
2006	"REPH050_06"	"199177532"	NA	199177530	0	"h"	0	"unknown mother"
2006	"REPH050_06"	"199177533"	NA	199177530	0	"h"	0	"unknown mother"
2006	"REPH008_06"	"199177535"	NA	221113727	0	"h"	0	"unknown mother"
2006	"REPH008_06"	"199177536"	NA	221113727	0	"h"	0	"unknown mother"
2006	"REPH008_06"	"199177537"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2006	"REPH008_06"	"199177538"	NA	221113727	0	"h"	0	"unknown mother"
2006	"REPH279_06"	"199177545"	NA	199177534	0	"h"	0	"unknown mother"
2006	"REPH279_06"	"199177546"	NA	199177534	0	"h"	0	"unknown mother"
2006	"REPH279_06"	"199177547"	NA	199177534	0	"h"	0	"unknown mother"
2006	"REPH728_06"	"199177614"	NA	162115918	0	"h"	0	"unknown mother"
2006	"REPH728_06"	"199177615"	NA	162115918	0	"h"	0	"unknown mother"
2006	"REPH728_06"	"199177616"	NA	162115918	0	"h"	0	"unknown mother"
2006	"REPH728_06"	"199177617"	NA	162115918	0	"h"	0	"unknown mother"
2006	"REPH636_06"	"199177643"	NA	199177642	0	"h"	0	"unknown mother"
2006	"REPH636_06"	"199177644"	NA	199177642	0	"h"	0	"unknown mother"
2006	"REPH636_06"	"199177645"	NA	199177642	0	"h"	0	"unknown mother"
2006	"REPH294_06"	"199177658"	NA	199177501	0	"h"	0	"unknown mother"
2006	"REPH294_06"	"199177659"	NA	199177501	0	"h"	0	"unknown mother"
2006	"REPH294_06"	"199177660"	NA	199177501	0	"h"	0	"unknown mother"
2006	"REPH261_06"	"221113106"	NA	221113109	0	"h"	0	"unknown mother"
2006	"REPH261_06"	"221113107"	NA	221113109	0	"h"	0	"unknown mother"
2006	"REPH261_06"	"221113108"	NA	221113109	0	"h"	0	"unknown mother"
2006	"REPH251_06"	"221113167"	NA	199177504	0	"h"	0	"unknown mother"
2006	"REPH251_06"	"221113168"	NA	199177504	0	"h"	0	"unknown mother"
2006	"REPH455_06"	"221113185"	NA	221113177	0	"h"	0	"unknown mother"
2006	"REPH455_06"	"221113186"	NA	221113177	0	"h"	0	"unknown mother"
2006	"REPH455_06"	"221113187"	NA	221113177	0	"h"	0	"unknown mother"
2006	"REPH455_06"	"221113188"	NA	221113177	0	"h"	0	"unknown mother"
2006	"REPH294_06"	"221113200"	NA	199177501	0	"h"	0	"unknown mother"
2006	"REPH356_06"	"221113201"	NA	221113205	0	"h"	0	"unknown mother"
2006	"REPH356_06"	"221113202"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2006	"REPH356_06"	"221113203"	NA	221113205	0	"h"	0	"unknown mother"
2006	"REPH356_06"	"221113204"	NA	221113205	0	"h"	0	"unknown mother"
2006	"REPH248_06"	"221113314"	NA	221113313	0	"h"	0	"unknown mother"
2006	"REPH248_06"	"221113315"	NA	221113313	0	"h"	0	"unknown mother"
2006	"REPH248_06"	"221113316"	NA	221113313	0	"h"	0	"unknown mother"
2006	"REPH272_06"	"221113329"	NA	221113328	0	"h"	0	"unknown mother"
2006	"REPH272_06"	"221113330"	NA	221113328	0	"h"	0	"unknown mother"
2006	"REPH272_06"	"221113331"	NA	221113328	0	"h"	0	"unknown mother"
2006	"REPH272_06"	"221113332"	NA	221113328	0	"h"	0	"unknown mother"
2019	"REPH281_19"	"223135523"	NA	245140476	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH281_19"	"223135524"	NA	245140476	0	"h"	0	"unknown mother; father caught on the nest"
2018	"REPH178_18"	"223135539"	NA	245140322	0	"h"	0	"unknown mother"
2018	"REPH272_18"	"223135540"	NA	245125729	0	"h"	0	"unknown mother"
2018	"REPH272_18"	"223135541"	NA	245125729	0	"h"	0	"unknown mother"
2018	"REPH272_18"	"223135542"	NA	245125729	0	"h"	0	"unknown mother"
2018	"REPH100_18"	"223135543"	NA	245125726	0	"h"	0	"unknown mother"
2018	"REPH325_18"	"223135544"	NA	245125962	0	"h"	0	"unknown mother"
2018	"REPH325_18"	"223135545"	NA	245125962	0	"h"	0	"unknown mother"
2018	"REPH325_18"	"223135546"	NA	245125962	0	"h"	0	"unknown mother"
2018	"REPH325_18"	"223135547"	NA	245125962	0	"h"	0	"unknown mother"
2018	"REPH221_18"	"223135551"	NA	245125963	0	"h"	0	"unknown mother"
2018	"REPH221_18"	"223135552"	NA	245125963	0	"h"	0	"unknown mother"
2018	"REPH221_18"	"223135553"	NA	245125963	0	"h"	0	"unknown mother"
2018	"REPH180_18"	"223135554"	NA	245125970	0	"h"	0	"unknown mother"
2018	"REPH180_18"	"223135555"	NA	245125970	0	"h"	0	"unknown mother"
2018	"REPH180_18"	"223135556"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2018	"REPH180_18"	"223135557"	NA	245125970	0	"h"	0	"unknown mother"
2019	"REPH449_19"	"223135572"	NA	245140354	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH449_19"	"223135573"	NA	245140354	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH449_19"	"223135574"	NA	NA	1	"h"	0	"unknown mother; unknown extra-pair father"
2019	"REPH039_19"	"223135575"	NA	245156040	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH190_19"	"223135577"	NA	245125913	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH190_19"	"223135578"	NA	245125913	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH190_19"	"223135579"	NA	245125913	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH339_19"	"223135585"	NA	245140331	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH339_19"	"223135586"	NA	245140331	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH339_19"	"223135587"	NA	245140331	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH339_19"	"223135588"	NA	245140331	0	"h"	0	"unknown mother; father caught on the nest"
2018	"REPH281_18"	"229164193"	NA	245125723	0	"h"	0	"unknown mother"
2018	"REPH281_18"	"229164374"	NA	245125723	0	"h"	0	"unknown mother"
2018	"REPH281_18"	"229164375"	NA	245125723	0	"h"	0	"unknown mother"
2018	"REPH281_18"	"229164376"	NA	245125723	0	"h"	0	"unknown mother"
2017	"REPH351_17"	"230144767"	NA	245125819	0	"h"	0	"unknown mother"
2017	"REPH289_17"	"230144769"	NA	245125643	0	"h"	0	"unknown mother"
2017	"REPH289_17"	"230144770"	NA	245125643	0	"h"	0	"unknown mother"
2017	"REPH364_17"	"230144771"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2017	"REPH364_17"	"230144772"	NA	245125651	0	"h"	0	"unknown mother"
2014	"REPH444_14"	"230194576"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2014	"REPH444_14"	"230194577"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2014	"REPH444_14"	"230194578"	NA	241159604	0	"h"	0	"unknown mother"
2014	"REPH390_14"	"230194590"	NA	NA	0	"h"	0	"? unknown mother; father unknown (not assigned male 245102070)"
2014	"REPH390_14"	"230194591"	NA	241159604	1	"h"	0	"? unknown mother; EP father is male from nest reph444"
2014	"REPH390_14"	"230194592"	NA	NA	0	"h"	0	"? unknown mother; father unknown (not assigned male 245102070)"
2014	"REPH069_14"	"230194909"	NA	245116044	0	"h"	0	"unknown mother"
2014	"REPH069_14"	"230194910"	NA	245116044	0	"h"	0	"unknown mother"
2014	"REPH069_14"	"230194911"	NA	245116044	0	"h"	0	"unknown mother"
2014	"REPH078_14"	"230194916"	NA	245107636	0	"h"	0	"unknown mother"
2014	"REPH078_14"	"230194917"	NA	245107636	0	"h"	0	"unknown mother"
2014	"REPH078_14"	"230194919"	NA	245107636	0	"h"	0	"unknown mother"
2014	"REPH078_14"	"230194920"	NA	245107636	0	"h"	0	"unknown mother"
2014	"REPH281_14"	"230194921"	NA	198103453	0	"h"	0	"unknown mother"
2014	"REPH281_14"	"230194922"	NA	198103453	0	"h"	0	"unknown mother"
2014	"REPH281_14"	"230194923"	NA	198103453	0	"h"	0	"unknown mother"
2014	"REPH281_14"	"230194924"	NA	198103453	0	"h"	0	"unknown mother"
2014	"REPH359_14"	"230194975"	NA	245102058	0	"h"	0	"unknown mother"
2014	"REPH359_14"	"230194976"	NA	245102058	0	"h"	0	"unknown mother"
2014	"REPH359_14"	"230194977"	NA	245102058	0	"h"	0	"unknown mother"
2014	"REPH359_14"	"230194978"	NA	245102058	0	"h"	0	"unknown mother"
2014	"REPH395_14"	"230194982"	NA	245102067	0	"h"	0	"unknown mother"
2014	"REPH395_14"	"230194983"	NA	245102067	0	"h"	0	"unknown mother"
2014	"REPH395_14"	"230194984"	NA	245102067	0	"h"	0	"unknown mother"
2014	"REPH395_14"	"230194985"	NA	245102067	0	"h"	0	"unknown mother"
2017	"REPH364_17"	"233133096"	NA	245125651	0	"h"	0	"unknown mother"
2017	"REPH373_17"	"233133097"	NA	245125806	0	"h"	0	"unknown mother"
2017	"REPH373_17"	"233133098"	NA	245125806	0	"h"	0	"unknown mother"
2014	"REPH142_14"	"233183201"	NA	198118958	0	"h"	0	"unknown mother"
2014	"REPH142_14"	"233183202"	NA	198118958	0	"h"	0	"unknown mother"
2014	"REPH142_14"	"233183203"	NA	198118958	0	"h"	0	"unknown mother"
2014	"REPH169_14"	"233183222"	NA	198118954	0	"h"	0	"unknown mother"
2014	"REPH169_14"	"233183223"	NA	198118954	0	"h"	0	"unknown mother"
2014	"REPH169_14"	"233183224"	NA	198118954	0	"h"	0	"unknown mother"
2014	"REPH169_14"	"233183225"	NA	198118954	0	"h"	0	"unknown mother"
2014	"REPH170_14"	"233183240"	NA	198118947	0	"h"	0	"unknown mother"
2014	"REPH170_14"	"233183242"	NA	198118947	0	"h"	0	"unknown mother"
2014	"REPH170_14"	"233183243"	NA	198118947	0	"h"	0	"unknown mother"
2014	"REPH378_14"	"233183248"	NA	198118995	0	"h"	0	"unknown mother"
2014	"REPH378_14"	"233183249"	NA	198118995	0	"h"	0	"unknown mother"
2014	"REPH378_14"	"233183251"	NA	198118995	0	"h"	0	"unknown mother"
2014	"REPH063_14"	"241159766"	NA	241159619	0	"h"	0	"unknown mother"
2014	"REPH063_14"	"241159767"	NA	241159619	0	"h"	0	"unknown mother"
2014	"REPH063_14"	"241159768"	NA	241159619	0	"h"	0	"unknown mother"
2014	"REPH434_14"	"241159769"	NA	241159613	0	"h"	0	"unknown mother"
2014	"REPH434_14"	"241159770"	NA	241159613	0	"h"	0	"unknown mother"
2014	"REPH434_14"	"241159771"	NA	241159613	0	"h"	0	"unknown mother"
2014	"REPH445_14"	"241159776"	NA	241159606	0	"h"	0	"unknown mother"
2014	"REPH445_14"	"241159777"	NA	241159606	0	"h"	0	"unknown mother"
2014	"REPH445_14"	"241159778"	NA	241159606	0	"h"	0	"unknown mother"
2014	"REPH063_14"	"241159782"	NA	241159619	0	"h"	0	"unknown mother"
2014	"REPH119_14"	"256186144"	NA	245102017	0	"h"	0	"unknown mother"
2014	"REPH119_14"	"256186145"	NA	245102017	0	"h"	0	"unknown mother"
2014	"REPH119_14"	"256186146"	NA	245102017	0	"h"	0	"unknown mother"
2014	"REPH192_14"	"265109805"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2014	"REPH192_14"	"265109806"	NA	198118914	0	"h"	0	"unknown mother"
2014	"REPH192_14"	"265109807"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2014	"REPH192_14"	"265109808"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2014	"REPH014_14"	"265109849"	NA	198118940	0	"h"	0	"unknown mother"
2014	"REPH014_14"	"265109850"	NA	198118940	0	"h"	0	"unknown mother"
2014	"REPH014_14"	"265109851"	NA	198118940	0	"h"	0	"unknown mother"
2014	"REPH318_14"	"265109852"	NA	198118916	0	"h"	0	"unknown mother"
2014	"REPH318_14"	"265109853"	NA	198118916	0	"h"	0	"unknown mother"
2014	"REPH238_14"	"265109854"	NA	245102094	0	"h"	0	"unknown mother"
2014	"REPH238_14"	"265109855"	NA	245102094	0	"h"	0	"unknown mother"
2014	"REPH238_14"	"265109856"	NA	245102094	0	"h"	0	"unknown mother"
2014	"REPH238_14"	"265109857"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2014	"REPH318_14"	"265109858"	NA	198118916	0	"h"	0	"unknown mother"
2014	"REPH387_14"	"265109896"	NA	198103450	0	"h"	0	"unknown mother"
2014	"REPH387_14"	"265109897"	NA	198103450	0	"h"	0	"unknown mother"
2014	"REPH387_14"	"265109898"	NA	198103450	0	"h"	0	"unknown mother"
2014	"REPH387_14"	"265109899"	NA	198103450	0	"h"	0	"unknown mother"
2014	"REPH142_14"	"265110236"	NA	198118958	0	"h"	0	"unknown mother"
2017	"REPH180_17"	"270135584"	NA	245125649	0	"h"	0	"unknown mother"
2017	"REPH180_17"	"270135585"	NA	245125649	0	"h"	0	"unknown mother"
2017	"REPH180_17"	"270135586"	NA	245125649	0	"h"	0	"unknown mother"
2017	"REPH180_17"	"270135587"	NA	245125649	0	"h"	0	"unknown mother"
2017	"REPH363_17"	"270136024"	NA	245125654	0	"h"	0	"unknown mother"
2017	"REPH363_17"	"270136025"	NA	245125654	0	"h"	0	"unknown mother"
2017	"REPH165_17"	"270136026"	NA	245125640	0	"h"	0	"unknown mother"
2017	"REPH351_17"	"270136027"	NA	245125819	0	"h"	0	"unknown mother"
2017	"REPH165_17"	"270136028"	NA	245125640	0	"h"	0	"unknown mother"
2017	"REPH165_17"	"270136029"	NA	245125640	0	"h"	0	"unknown mother"
2017	"REPH351_17"	"270136030"	NA	245125819	0	"h"	0	"unknown mother"
2017	"REPH351_17"	"270136031"	NA	245125819	0	"h"	0	"unknown mother"
2017	"REPH123_17"	"270136032"	NA	245125511	0	"h"	0	"unknown mother"
2017	"REPH123_17"	"270136033"	NA	245125511	0	"h"	0	"unknown mother"
2019	"REPH288_19"	"270136034"	NA	245140471	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH288_19"	"270136035"	NA	245140471	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH288_19"	"270136036"	NA	245140471	0	"h"	0	"unknown mother; father caught on the nest"
2019	"REPH288_19"	"270136037"	NA	245140471	0	"h"	0	"unknown mother; father caught on the nest"
2017	"REPH288_17"	"270136046"	NA	245125645	0	"h"	0	"unknown mother"
2017	"REPH373_17"	"270136047"	NA	NA	1	"h"	0	"unknown mother; unknown EP father"
2017	"REPH288_17"	"270136048"	NA	245125645	0	"h"	0	"unknown mother"
2017	"REPH288_17"	"270136049"	NA	245125645	0	"h"	0	"unknown mother"
2017	"REPH289_17"	"270136055"	NA	245125643	0	"h"	0	"unknown mother"
2017	"REPH289_17"	"270136058"	NA	245125643	0	"h"	0	"unknown mother"
2018	"REPH273_18"	"270136076"	NA	245125721	0	"h"	0	"unknown mother"
2018	"REPH273_18"	"270136077"	NA	245125721	0	"h"	0	"unknown mother"
2018	"REPH273_18"	"270136078"	NA	245125721	0	"h"	0	"unknown mother"
2018	"REPH273_18"	"270136079"	NA	245125721	0	"h"	0	"unknown mother"
2018	"REPH341_18"	"270136080"	NA	245140312	0	"h"	0	"unknown mother"
2018	"REPH341_18"	"270136081"	NA	245140312	0	"h"	0	"unknown mother"
2018	"REPH341_18"	"270136082"	NA	245140312	0	"h"	0	"unknown mother"
2018	"REPH178_18"	"270136086"	NA	245140322	0	"h"	0	"unknown mother"
2018	"REPH178_18"	"270136100"	NA	245140322	0	"h"	0	"unknown mother"
2017	"REPH282_17"	"270136186"	NA	245125639	0	"h"	0	"unknown mother"
